Artist,Location,Coordinates,Location Notes,Name,Year,Description,Neighborhood,Latitude,Longitude,ID
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 1,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,92
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 2,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,93
"Heidi Schork, Mayor's Mural Crew","America's Food Basket, 926 Cummins Hwy, Mattapan, MA 02126","42.26843976652813, -71.0945668175034",On wall next to parking lot,Taste of Home / Gou Lakay Mwen / Sabor de Casa 3,2015,"""Taste of Home / Gou Lakay Mwen / Sabor de Casa"" depicts an outdoor food market, fitting for its location on the exterior wall of Mattapan's America's Food Basket grocery store. Heidi Schork and the Mayor's Mural Crew painted over 30 people, including vendors selling a variety of fresh produce under umbrellas, buyers carrying baskets, and a truck bringing new wares directly from a farm.",Mattapan,42.26843976652813,-71.0945668175034,94
"Heidi Schork, Mayor's Mural Crew","Brother's Liquors, 368 Warren St, Roxbury, MA 02119","42.31845534047725, -71.08155600215821",Maywood St side of building,My Brother's Keeper,2015,"""My Brother's Keeper"" shows a young boy and a man talking while sitting on a stoop next to text asking ""Am I My Brother's Keeper?"" Beginning in 2014, Boston has taken part in President Barack Obama's initiative My Brother's Keeper to dismantle social, economical, and educational barriers for youth through mentorship.",Roxbury,42.31845534047725,-71.08155600215821,95
"Heidi Schork, Mayor's Mural Crew","City of Boston Animal Care and Control, 26 Mahler Rd, Roslindale, MA 02131","42.295085384916064, -71.12180324177173",In the lobby,Animal Care and Control Lobby,2019,Heidi Schork and the Mayor's Mural Crew painted a series of gray-scale pet portraits on pastel backgrounds to hang in the lobby of the City's Animal Care and Control building.,Roslindale,42.295085384916064,-71.12180324177173,96
"Heidi Schork, Mayor's Mural Crew","Boston Community Leadership Academy (BCLA), 655 Metropolitan Ave, Boston, MA 02136","42.263257051998046, -71.11779271904066",In school cafeteria,BCLA students,2018,"Heidi Schork, the Mayor's Mural Crew, and BCLA students works together on this series of murals. The portraits are based off of BCLA students doing various school activities--readdinger, socializing in a library, eating lunch, and playing basketball.",Hyde Park,42.263257051998046,-71.11779271904066,97
Greg Lamarche,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02121","42.345023834047964, -71.06052905619565",,Choice,2019,"When creating art, Greg Lamarche draws on his background in publishing magazines and collections of vintage printed matters. His mural “Choice” repeats the word several times, varying the font and colors with each letter.  

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,98
"Genaro ""GoFive"" Ortega, Rob ""Problak"" Gibbs, Brandalizm, Sneha ""IMAGINE"" Shrestha, Luis “Take1” Taforo","John D. O'Bryant School of Mathematics and Science, 55 Malcolm X Blvd, Boston, MA 02120","42.33129710809374, -71.08836793099361",Parking lot ramp east of Building 3,Tiger Style,2016,"A large white tiger with blue eyes is painted rounding the corner at the bottom of the parking ramp. The tiger is O'Bryant School's mascot and appears throughout the school, from the ""Eye of the Tiger"" newsletters to the ""Tiger Zone"" academic support programs to the names of its sports teams.",Roxbury,42.33129710809374,-71.08836793099361,99
"Genaro ""GoFive"" Ortega","Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02120","42.33204691212508, -71.08996914131735","Building 7, southeast wall",Mel King,2019,"Genaro ""GoFive"" Ortega's contemplative portrait of Mel King (b 1928) is done in black and white, with the exception of a bright red cardinal perched on King's shoulder. King, a long-time leader for local activism and organizing, graduated from Boston Technical High School (now John D. O'Bryant School of Mathematics & Science) and later taught math in the Boston Public Schools.",Roxbury,42.33204691212508,-71.08996914131735,100
"Genaro ""GoFive"" Ortega","Peters Park Art Wall, 1277 Washington St, Boston, MA 02118","42.34713488327067, -71.06461487147017",,Reflect the Times,2017,"Countless works of art have appeared on this wall in Peters Park since it was designated as a legal graffiti spot in the 1980s. The current mural, Genaro ""GoFive"" Ortega's “Reflect the Times,” features a Black woman draped in an American flag, breaking golden chains while pigeons fly away.",South End,42.34713488327067,-71.06461487147017,101
"Genaro ""GoFive"" Ortega","Underground at Ink Block, 90 Traveler Street, Boston, MA 02120","42.345023834047964, -71.06052905619565",,Sacred Journey,2019,"Boston-based artist Genaro ""GoFive"" Ortega’s mural “Sacred Journey” features an older man smudging, or burning sage, against a background of red and yellow geometric blocks. Around the corner, the smoke from the sage reaches a woman carrying a baby in a cradleboard.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,102
"Fernando Ayala Cuellar, Heidi Schork, Mayor's Mural Crew","Happy Market and Spirits, 128 South St, Jamaica Plain, MA 02130","42.30571643388116, -71.1144992868151",Boynton St side of building,Untitled,2016,"Artist Fernando Ayala, originally from Monterrey, Mexico, worked with the Mayor's Mural Crew and the Consulado de México en Boston on this colorful mural inspired by pre-Hispanic influences.",Jamaica Plain,42.30571643388116,-71.1144992868151,103
"Faduma Sharifnoor, LeEr Li, Shurel Codrington, Yousra Ali, Iiman Abdirahman","Castle Square Tenants Organization, 476 Tremont St., Boston, MA 02117","42.346314651976066, -71.0688975733213",On window of building in alley,Connected Community,2022,"Designed and painted by Media Makers interns in Castle Square Tenant Organization, this mural shows ten windows looking out at activities the Castle Square community participates in, all connected by the willow leaves of the neighborhood's willow tree. Interns were inspired by community workshops they hosted with elementary school aged youth, other teens, and seniors.",South End,42.346314651976066,-71.0688975733213,104
Ewok,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Ewok’s mural features a replica of Leonardo da Vinci’s famous drawing, The Vitruvian Man, atop large gray letters that spell out “BE MORE HUMAN.”

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,105
"Douglas ""Hoxxoh"" Hoekzema","Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Miami-based artist Douglas "" Hoxxoh"" Hoekzema’s designs usually start with concentric rings. The rings are then pushed and pulled into complex designs that resemble vortexes. The black background emphasizes his use of bright colors and fine lines.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,106
Destiny Palmer,"BCYF Gallivan Community Center, 61 Woodruff Way, Mattapan, MA 02127","42.27521958469448, -71.08241345889993",,Dreaming Isn’t So Concrete,2019,"One of four Boston murals commissioned through Pepsi's ""Canvas for Change"" series, Palmer’s piece features abstract shapes and lines in deeply saturated colors. ",Mattapan,42.27521958469448,-71.08241345889993,107
"David ""Don Rimx"" Sepulveda, Victor ""Marka27"" Quiñonez, and Rob ""ProBlak"" Gibbs","Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"Local artists David ""Don Rimx"" Sepulveda, Victor ""Marka27"" Quiñonez, and Rob ""ProBlak"" Gibbs collaborated on this large-scale mural. Characteristics of each artist are visible: Quiñonez’s stylized feathers, Sepulveda’s outlined strings of beads, and Gibbs’s blended galactic background.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,108
"David ""Don Rimx"" Sepulveda","Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02120","42.33204691212508, -71.08996914131734","Building 4, east wall",Sangre Indígena,2020,"“Sangre Indígena"" is a large-scale portrait of an Indigenous woman painted in David ""Don Rimx"" Sepulveda's signature style: with bright bands of saturated color separated by thick black lines. With this mural, Don Rimx seeks to illuminate the continued erasure of Indigenous people.",Roxbury,42.33204691212508,-71.08996914131734,109
"David ""Don Rimx"" Sepulveda","41 Geneva Avenue, Dorchester, MA 02121","42.30817969454832, -71.0812369309944","Next to Grove Hall Library, at the back of the parking lot",Powerful Knowledge,2018,"One of a series of recent murals in the Grove Hall neighborhood, David ""Don Rimx"" Sepulveda's ""Powerful Knowledge"" features a portrait of Nelson Mandela. Fitting in its placement adjacent to the Grove Hall Public Library and the Jeremiah Burke High School, ""Powerful Knowledge"" strives to encourage civic engagement and learning. ",Dorchester,42.30817969454832,-71.0812369309944,110
Dana Woulfe,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02119","42.345023834047964, -71.06052905619565",,Untitled,2019,"Boston-based artist Dana Woulfe’s overhead mural showcases waves of electric blue and purple against a dark background. Many of Woulfe’s works feature intricate color blending, made especially vivid in contrast to white or black backdrops. 

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,111
Cyrille Conan,"Patricia White Apartments, 20 Washington St. Brighton","42.3422517803403, -71.14101853125612",Visible from Corey Road,Doujans D'al Hirhoal,2021,"The City of Boston commissioned Cyrille Conan to create this exterior mural at the Patricia White Apartments in Brighton as part of the Transformative Public Art Program. ""Doujans D’al Hirhoal"" is Breton for ""Respecting Longevity"". Cyrille worked to create a design that brought joy through the use of color, form and energy. ",Brighton,42.3422517803403,-71.14101853125612,112
"Curtis “Curtistic"" Williams","Madison Park Technical Vocational High School, 75 Malcolm X Blvd, Boston, MA 02120","42.33204691212508, -71.08996914131734",,Dino City 1,2020,"Painted in a grayscale reminiscent of pencil doodles, Curtis “Curtistic"" Williams's first large-scale mural depicts a Tyrannosaurus rex wreaking havoc on a city. Goldfish in floating bowls and robots add to the fantastical scene.",Roxbury,42.33204691212508,-71.08996914131734,113
Chris Piascik,"BCYF Gallivan Community Center, 61 Woodruff Way, Mattapan, MA 02126","42.27521958469448, -71.08241345889992",,Make Your Own Path,2019,"One of four Boston murals commissioned through Pepsi's ""Canvas for Change"" series, Piascik’s work is done in a comic book style and features local imagery such as the Mattapan Trolley and a modified version of the Citgo sign along with happy creatures and positive words.",Mattapan,42.27521958469448,-71.08241345889992,114
Cey Adams,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02126","42.345023834047964, -71.06052905619565",,Untitled,2017,"This mural by Cey Adam features graphic lettering and bright colors, inspired in part by pop art, sign painting, and comic books. “LOVE” and other positive words make frequent appearances in his work. 

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,115
"Cedric ""Vise 1"" Douglas","BCYF Gallivan Community Center, 61 Woodruff Way, Mattapan, MA 02126","42.27521958469448, -71.08241345889991",,Birds Eye View,2019,"One of four Boston murals commissioned through Pepsi's ""Canvas for Change"" series, Douglas’s piece depicts a hummingbird in mid-flight with the Mattapan trolley and a hand holding a paint pen layered over its wing.",Mattapan,42.27521958469448,-71.08241345889991,116
"Caleb Neelon, Victor ""Marka27"" Quiñonez","Silver Slipper Restaurant, 2387 Washington St, Roxbury, MA 02119","42.32933241304873, -71.08510710215782",Malcolm X Blvd side of building,Faces of Dudley: Old and New,1995,"When Mike Womble originally painted the Faces of Dudley mural in 1995, he included portraits of past and present community members and local landmarks. When Womble returned to restore the mural with a new group of artists in 2015, they kept to the original theme while refreshing the colors and details, as well as adding more landmarks and people, such as the portrait of activist Melnea Cass and the renovated Bruce Bolling Municipal Building.",Roxbury,42.32933241304873,-71.08510710215782,117
"Caleb Neelon, Sneha ""IMAGINE"" Shrestha","Maurice J Tobin School, 40 Smith St, Roxbury, MA 02120","42.33310247231317, -71.0983383021577",East side of building off Smith Street,Untitled (Tobin School),2018,"Featuring the bright bursts of colors by Caleb Neelon and the Nepali letters by Sneha ""IMAGINE"" Shrestha, this collaborative mural features both artists' trademarks. Walk around the school building to see more murals by Neelon and other local artists.",Roxbury,42.33310247231317,-71.0983383021577,118
Bryan Beyung,"25 Tyler St Boston, MA 02111","42.35084807181205, -71.06089858866471","Gaga Seafood, north wall facing the parking lot",Tale of an Ancient Vase,2019,"Part of the City's Transformation Public Art program, Beyung's mural ""Tale of an Ancient Vase"" features a large central vase surrounded by references to the tale of Emperor Shun, a legendary leader of China in the 23th century BCE. The spotted red bamboo, nine working male figures, broken bowl, and ""double happiness"" characters all recall specific parts of Shun's legendary tale.",Chinatown,42.35084807181205,-71.06089858866471,119
Artists for Humanity,"Mary Ellen Welch Greenway, 83 Porter St, Boston, MA 02128","42.372059, -71.034045","Porter Street bridge underpass, East Boston",Hope and Resistance,2020,This mural--part of the larger Sea Walls Boston mural series in East Boston--depicts endangered series native ot the Atlantic ocean floating among Boston's skyline.,East Boston,42.372059,-71.034045,120
"Ari Hauben, Envite Design, The Scholars Brigade","McKinley South End Academy, 90 Warren Avenue
Boston, MA 02116","42.34447505568874, -71.07347964448554",Dartmouth St side of building,Love is the Question and the Answer,2017,"Local artist Ari Hauben worked with the student at McKinley South End Academy and the Scholars Brigade on this portrait of Mel King (b 1928). Featuring King's quote ""love is the question and the answer,"" this mural honors his activism in his home neighborhood. ",South End,42.34447505568874,-71.07347964448554,121
Andrew Balboa,"Underground at Ink Block, 90 Traveler Street, Boston, MA 02125","42.345023834047964, -71.06052905619565","Albany St, just North of Traveler St",Untitled,2017,"Local artist Andrew Balboa’s bold mural announces the Albany Street entrance to Underground at Ink Block. His black and yellow stripes and text are also featured on signage and safety bollards throughout the park.

Underground at Ink Block opened after five years of planning, permitting, design, construction and leasing led by MassDOT in cooperation with the community, City of Boston, Boston Planning & Development Agency and the Federal Highway Administration. Through a public bid process, National Development, developer of Ink Block, was selected and has entered into a long-term lease as operator of the park. This park adds to the transformation of this area known as Ink Block, a seven building mixed-use community that has revitalized the New York Streets section of the South End.",South End,42.345023834047964,-71.06052905619565,122
"Alvin ""Acóma"" Colón","Strand Theatre, 543 Columbia Rd, Boston, MA 02125","42.31614771293097, -71.066056888666",Exit doors,Strand Theatre,2020,"Alvin ""Acóma"" Colón and youth from the City of Boston’s SuccessLink program painted a series of murals on the fire exit doors of the Strand Theatre. The doors by the Wilbur Street parking lot feature Sumerian designs in bright colors, while other doors feature theatre curtains, dancers, and sock and buskin masks.",Dorchester,42.31614771293097,-71.066056888666,123
"Alvin ""Acóma"" Colón","559 Columbia Rd, Dorchester, MA 02125","42.31650391212403, -71.06545327332236",Cushing Ave Parking Lot,Upham's Corner,2018,"Alvin ""Acóma"" Colón painted a welcome to the Upham’s Corner neighborhood on the walls of the parking lot adjacent to the Strand Theatre. Against a bright blue background, hands of different skin tones are held together, form a heart shape, and give a peace sign. ",Dorchester,42.31650391212403,-71.06545327332236,124
"Alex Lebron, Hamdi Hassan, Kiwi Li, Tristan Obsequio, Vivian Liang, Yasmin Ali","Castle Square Apartments, 484 Tremont St., Boston, MA 02116","42.34607790285362, -71.06915995767177",On window of building,Community Grows Here,2022,"Designed and painted by Media Makers interns in Castle Square Tenant Organization, this mural depicts Castle Square's strong and connected community around a heart made of flowers representing the heritages of many local residents. Interns were inspired by community workshops they hosted with elementary school aged youth, other teens, and seniors.",South End,42.34607790285362,-71.06915995767177,125
Alex Cook with youth from the Boston Project Ministries,"V&L Auto Inspection: Cars, Trucks, and Buses, 109 Norfolk St, Boston, MA 02124","42.288519199253955, -71.07643028636886",Elmhurst St side,JUSTICE / PEACE,2020,"This mural calls out for justice and peace while also serving as a memorial. Woven into the designs are the names of victims of violence.

JUSTICE contains the names of victims of police brutality: Eric Garner (1970 - 2014), Philando Castile (1983 - 2016), Botham Jean (1991 - 2018), Breonna Taylor (1993 - 2020), George Floyd (1973 - 2020), Atatiana Jefferson (1990 - 2019), Rodney King (1965 - 2012)

PEACE contains the names of victims of local gun violence: Sharrice Perkins (1989 - 2012), Troy Woods (1988/89 - 1999), Christopher Austin Jr. (1997 - 2017 ), Steven P Odom (1994 - 2007), Mumin Manavoglu (1959/60 - 2007), Alexandra Gomes (1988/89 - 2008)",Dorchester,42.288519199253955,-71.07643028636886,126
Alex Cook with local volunteers,"Jackson Square, 1 Lamartine St, Boston, MA 02119","42.32262035804185, -71.10017249298535",Across Centre Street from the Jackson Square MBTA station,Welcome to Jackson Square,2015,"Local artist Alex Cook worked with over a hundred volunteer painters to welcome everyone to Jackson Square. Besides English, the mural features Spanish, Chinese, Haitian Creole, Cape Verdean Creole, Arabic, and Somali.",Jamaica Plain,42.32262035804185,-71.10017249298535,127
Alex Cook,"Engagement Center, 112 Southampton St,  Dorchester","42.33242601738714, -71.06918001750128",Four locations inside the building,You Are Loved Mural Series,2021,"The City of Boston commissioned Alex Cook to create a series of four interior murals at the Engagement Center as part of the third round of the Transformative Public Art Program. The murals include text that say ""You Are Loved"" and ""Thank You Heroes"".",Roxbury,42.33242601738714,-71.06918001750128,128
Alex Cook,"Elmhurst Park, Elmhurst St, Boston, MA 02124","42.28955143881392, -71.07663589613739",,You Are Loved / Eres Amado,2016,"Part of one of artist Alex Cook's larger projects, the ""You Are Loved / Eres Amado"" mural in Elmhurst Park shares a positive message of self-worth and community support. The mural's colors range from the bright colors of the sun to the cooler tones of the moon across the wall. Cook's murals with similar affirmative messages can be found across the US and internationally.",Dorchester,42.28955143881392,-71.07663589613739,129
Alex Cook,"Lenox Apartments, 136 Lenox St, Boston, MA 02118","42.337612459694945, -71.08246502890621",On wall of building facing Kendall St.,Love Forest,2009,"This mural by Alex Cook features a lush forest full of tree canopies, with the words 'love' and 'amor' written in the corners.",Roxbury,42.337612459694945,-71.08246502890621,130
Alex Cook,"Fornax Bread Company, 27 Corinth St, Roslindale, MA 02131","42.28630338998537, -71.12993002472005",On side of building facing Cohasset St.,Joy Tree,2003,This mural by Alex Cook situated on the wall of Fornax Bread Company features a group of children playing amongst trees and large stones.,Roslindale,42.28630338998537,-71.12993002472005,131
Alex Cook,"4019 Washington St, Roslindale, MA 02131","42.29267931522032, -71.12244245413457",On left side of building,Animal Pile,2015,"This mural in Roslindale features a pile of animals in hues of blues and greens, with a cityscape in the background and a galaxy of stars at the top.",Roslindale,42.29267931522032,-71.12244245413457,132
Alex Cook,"E Broadway and L St., South Boston, MA 02127","42.335771194064606, -71.03541710003515",On side of building facing L St.,2 Giants,2018,"This mural by Alex Cook depicts two figures sitting down with their palms outstretched and two birds perched on their fingertips. The mural is meant to be an expression of communication, openness, and mindfulness.
",South Boston,42.335771194064606,-71.03541710003515,133
Alex Cook,"Magnolia Street and Lebanon Street, Dorchester, MA 02125","42.31808526222075, -71.07016920003515",On side of building facing Lebanon St.,The Beloved Community,2019,"This mural was a collaboration with Boston Student Advisory Council as part of the Magnolia Street Peace Garden project. The mural, featuring a community surrounding the word 'love', aims to bring awareness to the issue of gun violence across the city. ",Dorchester,42.31808526222075,-71.07016920003515,134
Alex Cook,"Norfolk St. and Peacevale Road, Dorchester, MA 02124","42.28837762651193, -71.07682665770693",On side of building facing Peacevale Road,Love Your Neighbor,2018,"Alex Cook worked with youth on this mural in Boston’s Codman Square. Among images of a multicultural dance party and images of the neighborhood’s history, it says “Love your neighbor” in Spanish, Haitian creole, Cape Verdean creole, Hebrew, and English.",Dorchester,42.28837762651193,-71.07682665770693,135
Alex Cook,"Norfolk St. and Ferndale St., Dorchester, MA 02124","42.28828967921538, -71.07709872887105",On side of building facing Ferndale St.,Beholding the Holy City (Father and Daughter Emerging from the Forest),2019,"Alex Cook worked with youth from The Boston Project on this mural in Codman Square, which features a father and daughter emerging from the forest and entering a holy city.",Dorchester,42.28828967921538,-71.07709872887105,136
Alex Cook,"Centre St. and Starr Lane, Jamaica Plain, MA 02130","42.313140374687976, -71.11411952887104",On side of building facing Starr Lane,Starr Lane Landscape,2004,"This brightly colored mural depicts several children exploring a forest surrounded by animals, with a winding river and city scape in the background.",Jamaica Plain,42.313140374687976,-71.11411952887104,137
Alex Cook,"Whittier School Apartments, 60 Southern Ave, Dorchester, MA 02124","42.29001046240485, -71.07489886442673",On wall of seating area behind building,Untitled,2021,"Alex worked with youth from The Boston Project to create this mural in Codman Square, which honors a local teen who was shot and killed on a nearby street.",Dorchester,42.29001046240485,-71.07489886442673,138
Alex Cook,"618 Shawmut Ave, Roxbury, MA 02118","42.33585029634547, -71.08057177943742",Facing Ramsay Park,She Sees More Than The World Will Show Her,2009,"This mural by Alex Cook features a woman standing in a kitchen, gazing out the window, surrounded by trees, greenery, and stars.",Roxbury,42.33585029634547,-71.08057177943742,139
Alex Cook,"277 Centre St., Jamaica Plain, MA 02130","42.32407125003257, -71.10118380003516",,Unity,2016,"Alex Cook created this mural in collaboration with Jamaica Plain Neighborhood Development Corporation and members of the Jackson Square community. It features a group of people standing under a large tree, depicted in hues of blue and green.",Jamaica Plain,42.32407125003257,-71.10118380003516,140
