OBJECTID,Title,Artist,Avg. Lat,Avg. Long,NUM STATIONS,Station 1,Station 1 Dist ,Station 2,Station 2 Dist ,Station 3,Station 3 Dist ,Station 4,Station 4 Dist ,Station 5,Station 5 Dist ,Station 6,Station 6 Dist ,Station 7,Station 7 Dist ,Station 8,Station 8 Dist ,Station 9,Station 9 Dist ,Station 10,Station 10 Dist 
0,Chinatown Heritage,"Wen-ti Tsen, Yuon Zuo",42.35169668,-71.06057106,3,D32015,0.10617899114996326,D32019,0.1908531316977661,D32043,0.2819126326041042,A32042,0.35811711286917036,A32010,0.4173416542264205,D32014,0.43044219265606987,D32011,0.47507468588860124,D32048,0.5419102473636443,B32056,0.5612241274641008,D32042,0.596729454589259
1,Untitled,"Vyal ""Vyal One"" Reyes",42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
2,Don’t Let Me Be Misunderstood,"Victor ""Marka27"" Quiñonez, Rob ""ProBlak"" Gibbs",42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
3,Untitled (Tobin School),"Victor ""Marka27"" Quiñonez, David ""Don Rimx"" Sepulveda",42.33310247,-71.0983383,1,B32063,0.24061206395742812,C32001,0.33698220776564425,B32033,0.3893730328389139,B32013,0.50260666520369,B32059,0.5075390104465202,B32036,0.5131039878071603,B32021,0.5263676086296204,B32003,0.6071910205274148,Z32997,0.7620360130230042,B32055,0.7861012686016897
4,Souledad,"Victor ""Marka27"" Quiñonez",42.33754241,-71.0761246,1,C32006,0.20285844235002762,C32005,0.36236263165979066,D32059,0.3982250887093129,A32009,0.42513601820717956,C32056,0.4692092587029426,D32061,0.529607083313337,C32093,0.5564458844251916,C32060,0.5779939594000959,C32004,0.5820969927052906,C32061,0.6000021072259305
5,Back to the Essence,"Victor ""Marka27"" Quiñonez",42.32726349,-71.06971566,1,C32022,0.27529617863901895,C32015,0.5118331228089642,C32061,1.0443586311130735,B32026,1.1296883288507884,C32005,1.1609750793545746,B32017,1.200974380436469,D32059,1.2967906322534317,C32006,1.2996142106442783,C32112,1.3035071444289845,C32093,1.325241190282951
6,Love Thyself,"Victor ""Marka27"" Quiñonez",42.31302899,-71.07515123,0,B32029,0.4265032927416686,B32028,0.7430003986497343,B32022,0.8060445259197809,B32031,1.0071347312654981,C32037,1.046095066520931,C32111,1.118882445737161,C32113,1.2832383946483223,C32030,1.3543780105769292,C32015,1.3668253110771154,B32027,1.4498739599819175
7,Cranes In The Sky,"Victor ""Marka27"" Quiñonez",42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
8,Untitled,Upendo Taylor,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
9,Black Love,"Tony ""PRONZY"" Perez",42.33204691,-71.08996914,2,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132,B32017,0.5594514925741332,B32026,0.7279445410414094,Z32997,0.7479312748013052,B32062,0.7960395852907303,B32021,0.8051790991512094
10,Sunrise Over Albany Street,Timothy McCool,42.33400657,-71.0727591,0,C32061,0.4300164118726733,C32006,0.5117711450605288,C32005,0.5314981063584878,C32093,0.6273166591084709,D32059,0.6606023675257143,B32026,0.7079485265497008,A32009,0.8806897348964521,C32056,0.8851085105207018,D32002,0.8986871828820888,D32061,0.9000244669359442
11,Nevertheless,Thy Doan,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
12,Community Mural,South Boston en Acción,42.33047595,-71.04902381,1,C32052,0.1328113418018501,C32016,0.6511550821214014,C32029,0.9794134750573803,C32017,1.027724181188054,C32013,1.1398719095357408,C32064,1.1805419997663387,C32090,1.3245104579100115,C32091,1.4649237449811907,C32022,1.5032842509003144,C32112,1.5404337225657887
13,Untitled,"Soraya ""Indie184"" Marquez",42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
14,Rising Tides,Sophy Tuttle,42.368427,-71.038637,2,A32030,0.10480512895250292,A32031,0.13947319872152705,A32057,0.33465149369129943,A32049,0.34676522511863805,A32044,0.4413196034266339,A32033,0.5256273773745067,A32036,0.5770533360686899,A32041,0.7813289786408678,A32032,0.7950457439438341,A32050,0.9433452036885097
15,Whale Song,Sophy Tuttle,42.27521958,-71.08241346,0,C32103,0.42932779154182127,C32050,0.9258289272184917,C32044,0.9355361973426042,C32045,1.2323213003745814,Z32999,1.3706905664186226,C32092,1.3918151863720443,C32055,1.6395263440539403,C32094,1.8377774085634826,C32038,1.8930962312994997,C23109,1.8944153311829488
16,Interconnected,Sophy Tuttle,42.36377259,-71.12582412,2,A32011,0.10124006482142076,A32019,0.2267090183210416,A32040,0.447819468086523,A32052,0.4902987576982229,A32006,0.6242012379018111,M32038,0.9553547614117742,M32016,0.9926380090503416,M32014,1.0073668329877856,A32005,1.0140648311567826,M32017,1.1338506935753074
17,Untitled (City Hall),Sophia Ainslie,42.36049318,-71.05760676,6,D32009,0.010883781171327675,B32008,0.1747588688612071,B32032,0.19499390630551072,D32057,0.1956045983196421,A32058,0.2110499764593749,D32010,0.2870148987199335,B32061,0.3811675626081558,A32053,0.4929815061718735,A32013,0.518252643675636,B32056,0.5394026713932872
18,Protect What You Love,"Sneha ""IMAGINE"" Shrestha",42.36424863,-71.03315954,0,A32050,0.36206155215206554,A32044,0.38830866219308163,A32057,0.6093781906878046,A32049,0.7308641420756596,A32030,0.7468789001140748,A32031,0.7821917681761545,A32032,1.095473816412939,A32033,1.16094126858108,A32036,1.1970083170828105,A32041,1.3395120658359285
19,Surya,"Sneha ""IMAGINE"" Shrestha",42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
20,Rise,Silvia López Chavez,42.36424863,-71.03315954,0,A32050,0.36206155215206554,A32044,0.38830866219308163,A32057,0.6093781906878046,A32049,0.7308641420756596,A32030,0.7468789001140748,A32031,0.7821917681761545,A32032,1.095473816412939,A32033,1.16094126858108,A32036,1.1970083170828105,A32041,1.3395120658359285
21,Up and Under,Silvia López Chavez,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
22,Caffe Ducali,Silvia López Chavez,42.36761173,-71.05797185,0,A32053,0.33867032932887076,D32021,0.5078936674578759,D32010,0.5558733493142818,A32025,0.5611894927806981,D32022,0.5674923355761452,D32006,0.7170937259574774,D32039,0.7688410458500755,D32057,0.7995420279070551,D32009,0.7999669574617169,B32032,0.8778616080117555
23,JOY,Silvia López Chavez,42.33730319,-71.08944273,3,B32002,0.1680798412241614,B32062,0.2285552776909191,Z32997,0.29244634057030117,B32064,0.3738272215915779,B32059,0.542666569600659,B32021,0.5636032212481609,D32061,0.568915421348628,C32056,0.6510534950404567,C32063,0.6731793966184705,C32004,0.7546767494508759
24,999 Cranes,Silvia López Chavez,42.33599758,-71.09058062,1,B32002,0.21561268438905576,B32064,0.31146768566735183,Z32997,0.32336701081923697,B32062,0.3559927097427873,B32059,0.37256830866773494,B32021,0.5010510581383063,C32001,0.6549989318867564,D32061,0.6851458082062936,B32033,0.6862651248747036,B32055,0.7266606647441138
25,Patterned Behavior,Silvia López Chavez,42.35178809,-71.09275276,0,B32037,0.46813333119614486,B32010,0.49009663315021057,B32018,0.691932653180905,D32032,0.6930460907254254,M32006,0.7020870612306752,B32058,0.7854426108819986,B32034,0.8777887420394775,C32008,0.9175355315942209,B32020,0.9383719936372155,B32060,0.9510305059826821
26,Rainbow Swag,Sharif Muhammad,42.30590172,-71.10985458,1,D32040,0.1936112128376526,D32052,0.48296978538338275,E32005,0.5593577359860262,E32001,0.5778656611061656,E32010,0.6611652046620068,C32089,1.2046541243334152,D32041,1.3094428270319767,C32102,1.3409182755456326,E32004,1.4277444344830799,C32027,1.5165635912682813
27,Untitled (Madison Park),"Rob ""Problak"" Gibbs, Genaro ""GoFive"" Ortega, James ""Ras Terms"" Monk, Sneha ""IMAGINE"" Shrestha",42.33204691,-71.08996914,2,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132,B32017,0.5594514925741332,B32026,0.7279445410414094,Z32997,0.7479312748013052,B32062,0.7960395852907303,B32021,0.8051790991512094
28,Roxbury Love Story,"Rob ""Problak"" Gibbs, Genaro ""GoFive"" Ortega ",42.33393501,-71.08188804,3,B32026,0.13659076208747295,D32059,0.24592744360486768,C32005,0.2681366274637167,D32061,0.41018492368451304,B32064,0.4779659775234901,B32017,0.48288242607528337,C32056,0.4997678340455034,B32002,0.5642215907591738,C32004,0.7667687454970954,C32006,0.8228087145341536
29,Breathe Life 2,"Rob ""Problak"" Gibbs",42.33204691,-71.08996914,2,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132,B32017,0.5594514925741332,B32026,0.7279445410414094,Z32997,0.7479312748013052,B32062,0.7960395852907303,B32021,0.8051790991512094
30,Breathe Life 3,"Rob ""Problak"" Gibbs",42.33858156,-71.08159563,3,C32056,0.018380941375078775,D32061,0.13493138300784213,C32004,0.25031971383480595,D32059,0.31990014167251996,C32063,0.3411134998633719,C32005,0.44054896434520285,A32009,0.49646561141264495,B32002,0.5871231931387618,C32006,0.6226366643483136,B32026,0.6411642080296506
31,Afro Futurism / Breathe Life 1,"Rob ""Problak"" Gibbs",42.31348792,-71.07948086,0,B32022,0.5444558713596198,B32028,0.6313517681216031,B32029,0.6953984342725675,C32037,1.0398135662323742,B32027,1.0953767934715832,C32027,1.1278905003808013,C32111,1.145871372297174,C32030,1.2134499123599416,B32023,1.3125937542879695,B32031,1.3391277499898782
32,In Our Home,Rixy Fernandez,42.30011725,-71.06037463,1,C32041,0.059689033744043295,C32108,0.6405878073729947,E32009,0.9144245136399543,B32031,0.9441821024812542,C32066,0.950399469080073,C32113,1.077787356752767,C32033,1.2809628379895535,C32038,1.4387096669721073,B32029,1.4729515032458438,C32111,1.5103913191336429
33,Rita's Spotlight,Rixy,42.35330934,-71.13801779,1,A32001,0.05813282797561058,A32045,0.47038683094281636,D32034,0.5730169068749436,A32017,0.6277196237542649,D32035,0.7669397366615434,D32001,0.8457189646015922,A32005,0.9151403977358624,D32054,0.9509406504949023,K32004,1.0956399028847832,A32040,1.1000754177208625
34,Rules of Engagement,"Ricardo ""Deme5"" Gomez",42.32848773,-71.08882986,1,B32055,0.1540461689481898,B32017,0.43597221518335494,B32059,0.5593047096029006,C32001,0.6023786806802754,B32064,0.6419880716555706,B32026,0.7917872550585598,B32023,0.8082923578960632,B32002,0.8644193624128363,D32059,1.0737408534877328,C32005,1.091165918264086
35,Pimentel Market Mural,"Ricardo ""Deme5"" Gomez",42.32257307,-71.10652776,1,E32003,0.2875260165985972,E32012,0.4163553420621447,E32006,0.5279324661468635,D32041,0.6476417963547163,E32007,0.6645825704136274,E32011,0.9102330919510647,E32004,1.0038270618950853,K32010,1.2434692120328723,B32023,1.2647964306124755,B32063,1.2677912944456335
36,Where We Belong 歸屬 歸宿,Ponnapa Prakkamakul with Asian CDC's A-VOYCE youth program,42.3524995,-71.06061049,2,D32015,0.16319016652672233,D32019,0.1707248883008277,A32042,0.3370601899493408,D32014,0.35598905057594915,D32043,0.3627717090041311,A32010,0.4187460896987612,B32056,0.47281597662969443,D32011,0.49143167132392146,D32042,0.5979678666390557,D32048,0.6011415745384833
37,Faces of Allston,Pete Cosmos,42.36427571,-71.13272369,0,A32019,0.3561712120794317,A32005,0.5140325276348661,A32040,0.5632791227290925,A32011,0.6723011091201702,A32052,0.8160166617380131,A32045,1.130584539366497,M32043,1.168185529641499,A32006,1.1901765056741824,M32016,1.2553162239496414,A32001,1.2728567218344367
38,Holy Mackerel,Percy Fortini-Wright,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
39,No Strings Detached,Paul Goodnight and Larry Pierce,42.31267606,-71.08039451,0,B32028,0.5314021918362021,B32022,0.6012171616659264,B32029,0.7075842410821097,C32037,0.9538356107706848,C32027,1.0264992578340857,B32027,1.06172528645306,C32111,1.066213583931199,C32030,1.1012167424896984,C32102,1.3008190181144776,B32023,1.3227670362497232
40,Augment,Nick Cave,42.31642831,-71.06565859,0,C32112,0.611782642107403,C32113,0.8611127323945549,B32031,0.9536490485508979,B32029,0.9677003158172013,C32064,1.0907478455908488,C32022,1.1318724813573202,C32033,1.1657151926998781,C32013,1.2701561368188847,C32015,1.2716659614003694,B32022,1.391952398994543
41,Roxbury Rhapsody,Napoleon Jones-Henderson,42.33027871,-71.08384126,1,B32017,0.04844161468846021,B32026,0.356312106894611,B32055,0.5284713566335739,B32064,0.5384835740916977,C32005,0.665898793696569,D32059,0.6809968043556567,B32059,0.7454649903178054,B32002,0.7455221782783582,D32061,0.8196071882334985,C32015,0.8894845381872408
42,Together,Mz. Icar,42.33242602,-71.06918002,0,C32061,0.4693722538352529,C32022,0.683971086086224,C32093,0.7532520475042599,C32006,0.7860575418932613,C32005,0.8649966355008355,C32015,0.9379374057482704,B32026,0.9914482590970298,D32059,0.9982986691384085,D32002,1.0164898761118848,A32009,1.1738413969418509
43,Youth Lead the Change: Rise Up from Your Roots,Mel Mandel,42.2897688,-71.08352056,0,C32110,0.5342721796443596,C32043,0.6112926865188556,C32092,0.7438100261750443,C32094,0.9522555203329075,C32038,0.9681706757205759,C32099,1.0534393153443347,C32055,1.057849070305755,C32103,1.2530198857529413,E32009,1.5067126350558004,C32030,1.5292404837252598
44,Black Inventors,"Mayor's Mural Crew, Thomas Burns",42.30907628,-71.08060932,1,B32028,0.13259471323227925,C32037,0.5602353254695919,B32029,0.6380010173387622,C32111,0.680424491607978,C32030,0.7352134760499937,C32027,0.961022469084275,B32022,0.988637477363892,B32027,1.276395257735096,B32031,1.2840987980551137,C32102,1.3356536046393197
45,Sports Heros,"Mayor's Mural Crew, Marshall Dackert",42.278621,-71.163887,1,C32087,0.1321227965696014,C32086,0.7138362293346959,C32085,1.214536456968118,C32059,2.3993956791344684,C32046,3.0644771875562578,C32047,3.124693600666277,C32048,3.8513024993718137,C32106,3.8641245107207305,C32079,3.877827154199011,C32104,4.13893580894955
46,Little Saigon / Viet Dorchester,"Mayor's Mural Crew, Jon Tran",42.30218181,-71.06007637,1,C32041,0.2875485973566994,C32108,0.5074719443367707,B32031,0.7548831211402033,C32113,0.8484215736042101,C32033,1.0647659678825798,E32009,1.130487499367281,C32066,1.180374854661745,B32029,1.3385992664443291,C32111,1.4996348049835597,C32037,1.5993974839769927
47,"Nieli’Ka (Ojo de Dios, or Eye of God)","Mayor's Mural Crew, Heidi Schork, Tom Wiklund",42.312218,-71.113946,0,E32001,0.37214284450656543,E32005,0.5741808368614738,D32052,0.7008599165343884,D32040,0.8159459377713782,D32041,0.9491475811559027,E32003,1.1131739168910901,E32010,1.254888727639812,E32004,1.3200201771219622,C32102,1.465788429426682,K32010,1.5093926613540685
48,Know Your History,"Mayor's Mural Crew, Heidi Schork",42.26886886,-71.09439967,2,C32045,0.1243056586852764,Z32999,0.2815814305023992,C32044,0.6413188497980047,C32050,0.9511344720209084,C32103,1.5998615034269703,E32014,1.7299854099570662,C32092,1.9249452741783288,C32106,2.0511451642728034,C32079,2.158247848915966,C32094,2.222258003842239
49,"Melnea Cass, Frieda Garcia, Judy Norsigian and Kip Tiernan",Mayor's Mural Crew and Heidi Schork,42.33299559,-71.07872722,2,B32026,0.2045995552636074,C32005,0.23504304008919405,D32059,0.3447447556467738,B32017,0.5495413998454434,D32061,0.6002431495723558,C32056,0.6513676083553628,C32006,0.7245684033360095,B32064,0.749647594723957,B32002,0.844072228971701,C32015,0.8954161511538365
50,Nature Walk / Flora and Fauna,Mayor's Mural Crew and Heidi Schork,42.28673275,-71.10796693,1,C32105,0.1795156794341848,C32094,1.0952568747998612,C32079,1.1464301244338826,C32089,1.2309612323937469,C32048,1.2746119239688396,C32092,1.4028437297068779,C32050,1.5971284296970694,C32047,1.632424196915101,E32010,1.659194988740327,C32046,1.6698923449681233
51,Frederick Douglass Square Mural,Mayor's Mural Crew and Heidi Schork,42.337186,-71.08375,2,D32061,0.1087792720108479,C32056,0.21899028341373264,D32059,0.31498232454203706,B32002,0.36440045751838046,C32004,0.44171603549326294,C32005,0.4522802680616275,B32064,0.46309191021921264,C32063,0.46428078627210284,B32026,0.5289225356879859,B32062,0.6004958789388468
52,History of Fort Hill II,Mayor's Mural Crew and Gregg Bernstein,42.32737285,-71.09654547,0,C32001,0.4382371579742863,E32012,0.5705455476721291,B32055,0.5753958548919557,E32006,0.5755690317013924,B32059,0.707703390844194,B32063,0.763223114366446,B32023,0.790155550831061,E32011,0.8957622989273791,B32036,0.9774481256641402,B32013,1.0174445674864603
53,"For Giving, For Getting",Matthew Zaremba,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
54,Hard in the Paint,Maria Molteni,42.29225207,-71.08020438,1,C32110,0.184101558434178,C32043,0.6256833090865649,C32038,0.724690764913199,C32055,0.9260696976353039,C32099,1.0884613978321664,C32092,1.127447653429683,E32009,1.194340789462905,C32111,1.2288475137877857,C32094,1.276993619612685,C32030,1.3161584854185153
55,Boston Strong,Marcelo Ment,42.29151678,-71.06257495,1,C32066,0.02235368000606246,E32009,0.3045581914355307,C32062,0.6594807766217521,C32038,0.7725783202145242,C32055,0.8418458104761863,C32041,0.914901639057711,C32040,1.151303092395762,C32110,1.272434912442632,C23109,1.3370270817637986,C32108,1.5145466077589071
56,Mystery Map,Liz LaManche,42.37937709,-71.0297468,1,A32051,0.1661007613402795,A32032,0.6359960748352157,A32041,0.8914433589010834,A32049,1.0893465597416931,A32036,1.147143785957883,A32028,1.2080428977614588,A32044,1.3263324303287958,A32031,1.3532133499590926,H32003,1.4072741294732256,A32030,1.4323360434348815
57,Play and Yay!,"Lisa Jeanne Graf, Bea Graf",42.31575228,-71.08811437,0,B32027,0.3407165798109965,B32022,0.5244461348233961,B32023,0.6827634833844655,C32027,0.7433647805781095,C32102,0.7600240813359672,E32011,0.7890455761771162,E32004,0.8672636499449397,B32028,1.0523945406236854,E32006,1.2723471038225938,D32041,1.3471925598125838
58,Untitled (Tobin School),Lena McCarthy,42.33310247,-71.0983383,1,B32063,0.24061206395742812,C32001,0.33698220776564425,B32033,0.3893730328389139,B32013,0.50260666520369,B32059,0.5075390104465202,B32036,0.5131039878071603,B32021,0.5263676086296204,B32003,0.6071910205274148,Z32997,0.7620360130230042,B32055,0.7861012686016897
59,Greetings from Columbia Point,Laura DeDonato Wiatt,42.31801891,-71.0431871,1,C32090,0.20285073117435673,C32013,0.7075627727683383,C32014,0.8512018817739669,C32064,0.8943933695617637,C32033,1.2079515235638572,C32112,1.2975238609266528,C32052,1.4877847034749276,C32113,1.6723263726244775,C32108,1.8363872107397217,C32017,2.0019481817468314
60,"Puzzle Me, Allston-Brighton!",Kit Collins,42.36272923,-71.1307709,1,A32019,0.27470943014537824,A32040,0.32961301468528637,A32011,0.5201312357406943,A32005,0.5907421836821427,A32052,0.7989018841252585,A32006,1.0433367293158695,A32045,1.1298150359073973,A32001,1.1745805620371508,M32016,1.2833324540516609,A32012,1.2957735396748253
61,The Hidden Dragon,Kenji Chai,42.33204691,-71.08996914,2,B32059,0.20414916699283925,B32055,0.2874093739762106,B32064,0.3051228304807644,C32001,0.4393173138308423,B32002,0.4940884691932132,B32017,0.5594514925741332,B32026,0.7279445410414094,Z32997,0.7479312748013052,B32062,0.7960395852907303,B32021,0.8051790991512094
62,Faces of Codman Square,K Jameel Parker,42.29122037,-71.07210351,1,C32038,0.10157611686381836,C32055,0.4364287442769119,C32110,0.4973534665610161,E32009,0.5568404572514487,C32066,0.7881022292360417,C32062,0.899039336820655,C32043,1.2928076165686608,C32041,1.326379947731178,C32111,1.4243717721861944,C32103,1.5411571162906759
63,A Message to the Future,"Julia Csekö, in collaboration with Eddie Maisonet ",42.30590172,-71.10985458,1,D32040,0.1936112128376526,D32052,0.48296978538338275,E32005,0.5593577359860262,E32001,0.5778656611061656,E32010,0.6611652046620068,C32089,1.2046541243334152,D32041,1.3094428270319767,C32102,1.3409182755456326,E32004,1.4277444344830799,C32027,1.5165635912682813
64,The Calling,"Julia ""Julz"" Roth and Cedric ""Vise 1"" Douglas",42.36424863,-71.03315954,0,A32050,0.36206155215206554,A32044,0.38830866219308163,A32057,0.6093781906878046,A32049,0.7308641420756596,A32030,0.7468789001140748,A32031,0.7821917681761545,A32032,1.095473816412939,A32033,1.16094126858108,A32036,1.1970083170828105,A32041,1.3395120658359285
65,Fight the Rise,Josie Morway,42.36395478,-71.03234707,1,A32050,0.2954114146912137,A32044,0.4287918527626656,A32057,0.6826471893037701,A32049,0.7825266370067266,A32030,0.8183373495434353,A32031,0.8513866529999479,A32032,1.128145733400126,A32033,1.233763785855154,A32036,1.2612545818329643,A32041,1.3955262490849605
66,Allumination,Jessie Unterhalter and Katey Truhn,42.36430359,-71.13338494,0,A32019,0.41039659459191136,A32005,0.4731452101952693,A32040,0.600583770503858,A32011,0.7268273069842521,A32052,0.8618434196919947,A32045,1.0982535057845724,M32043,1.1645203524784835,A32006,1.2446549411254606,A32001,1.2607443316231108,M32016,1.292527609497763
67,Untitled,"Jeremy “Sobek” Harrison, EYEVAN",42.30030547,-71.06022733,1,C32041,0.08381905763315653,C32108,0.6181966310683613,B32031,0.9304013814712007,E32009,0.9385992622968508,C32066,0.9732709168164912,C32113,1.0567856868642218,C32033,1.2568978583371677,C32038,1.462468946540434,B32029,1.4667445840879665,C32111,1.5176283728578042
68,Turmoil,Jeremy “Sobek” Harrison,42.33201765,-71.0824795,2,B32026,0.13798294398958227,B32017,0.2672173974500618,C32005,0.44453525977085684,D32059,0.4590722524816246,B32064,0.49233221461687493,D32061,0.6195419032808207,B32002,0.6529696795847232,B32055,0.6935740069122723,C32056,0.7154435974884027,B32059,0.8056965935753633
69,Untitled,Iker Muro,42.34502383,-71.06052906,4,C32035,0.2007569243729737,C32025,0.23971303053860915,C32057,0.2736826448112066,C32009,0.2818247641947946,C32053,0.30066994945183456,D32043,0.5058382228588126,D32048,0.5718853452048822,C32024,0.6601051410722961,D32015,0.7098651311125747,C32000,0.7498931012595924
